QuestionID,Questiontext,Questiontype,Correct Answer,QuestionBankCode,Randomize Answer Choices,# of Answer Choices,All of the Above,None of the Above,Answer 1,Answer 2,Answer 3,Answer 4,,,,,,Answer 10
356,Which are true statements regarding the Standard Work Sheet? Select all that apply.,Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Compliance Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
357,When we take the information learned from the Standard Work Combination Sheet and add it to the information learned from the Standard Work Sheet we arrive at the Standard Work Instruction Sheet.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
358,We use a unique calculation for takt time when creating the Standard Work Combination Sheet.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
359,Which are true statements related to the Standard Work Instruction Sheet?,Multiple Choice,4,Standard Work,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
360,Standards are meant to be improved.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
361,Standard WIP can also be parts or material out to an external vendor for processing as we’ll soon discuss in more detail.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
362,The most basic calculation for Standard WIP is: Takt Time / Optimal Crew Size.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
363,"If takt time is 300 seconds per piece and a machines automatic cycle time is 600 seconds, what is the Standard WIP needed for this machine?",Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Compliance Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
364,"If takt time is 300 seconds and the sum of operator manual cycle time is 600 seconds, what is the optimal crew size?",Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Risk Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
365,Standard WIP is the ____________ amount of work in process necessary to keep the process flowing smoothly.,Multiple Choice,4,Standard Work,1,4,,,Risk Explanation 1,Severity Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
366,Takt Time _________________________.,Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Risk Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
367,Cycle Time ___________________________.,Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Action Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
368,Production Lead Time ____________________.,Multiple Choice,4,Standard Work,1,4,,,Risk Explanation 1,Compliance Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
369,Standard Work Lead Time ______________________.,Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
370,"Whenever a person is needed to do a job, for example to load a part or operate a machine, we’re dealing with ___________ cycle time.",Multiple Choice,4,Standard Work,1,4,,,Risk Explanation 1,Compliance Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
371,Standard WIP Lead Time only applies after an organization is fully immersed and running their business based on Standard Work.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
372,"Given a total Standard WIP of 20 pieces and a Takt Time of 30 seconds, the Standard Work Lead Time is:",Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
373,Using two people to complete a Time Observation Sheet is a good idea.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
374,Which direction should cycle times be documented on a Time Observation Sheet?,Multiple Choice,4,Standard Work,1,4,,,Severity Explanation 1,Effect Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
375,"In order to have statistically valid results, how many cycle time cycles should be captured?",Multiple Choice,4,Standard Work,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
376,Many of the same Standard Work principles used for repetitive manufacturing activities can be applied to repetitive transactional work as well.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
377,U Shaped Cells only apply to repetitive manufacturing.,True or False,2,Standard Work,1,2,,,True,False,,,,,,,,
378,These types of tools can be used to define non repetitive transactional Standard Work. (select all that apply),Multiple Choice,4,Standard Work,1,4,,,Action Explanation 1,Severity Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
379,The true purpose of Standard Work is to ensure all associates are able to perform their work _______________. Select all that apply.,Multiple Choice,4,Standard Work,1,4,,,Effect Explanation 1,Compliance Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
380,"In a batch world, what do leaders focus on?",Multiple Choice,4,Standard Work - Leader,1,4,,,Action Explanation 1,Severity Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
381,"In a lean world, what do leaders focus on?",Multiple Choice,4,Standard Work - Leader,1,4,,,Action Explanation 1,Severity Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
382,Select the things lean leaders must think about? Select all that apply.,Multiple Choice,4,Standard Work - Leader,1,4,,,Risk Explanation 1,Effect Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
383,Leader Standard Work can be defined as “the actions to be taken each day to focus on processes in each leader’s area of responsibility”.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
384,"When successfully implemented, Leader Standard Work eliminates guess work for team leaders and managers.",True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
385,Leader Standard Work involves adding more work to your already busy schedule?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
386,Team Leader Standard work accounts for approximately ___% of the Team Leader’s time?,Multiple Choice,4,Standard Work - Leader,1,4,,,Compliance Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
387,Gemba walks should be done once a week?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
388,What attributes should a leader have while conducting a Gemba walk? Select all that apply.,Multiple Choice,4,Standard Work - Leader,1,4,,,Compliance Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
389,Visual controls allow you to easily manage the process from your desk?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
390,What is the leader’s responsibilities when it relates to visual controls? Select all that apply:,Multiple Choice,4,Standard Work - Leader,1,4,,,Severity Explanation 1,Compliance Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
391,The ease at which a leader can quickly grasp the situation during a gemba walk is directly related to the __________ of visual controls.,Multiple Choice,4,Standard Work - Leader,1,4,,,Effect Explanation 1,Compliance Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
392,The Kamishibai Audit system is a simple check card system used for systematically reviewing critical items within the workplace area?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
393,Only team leaders should use Kamishibai cards to audit the workplace?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
394,Kamishibai cards have two sides?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
395,Daily accountability and discipline is at the heart of successful Leader Standard work system?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
396,Daily “huddles” meetings should last no longer than ___ minutes?,Multiple Choice,4,Standard Work - Leader,1,4,,,Risk Explanation 1,Compliance Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
397,A leader’s disciplined adherence to the process makes lean management work otherwise our lean system would fail?,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
398,TPM stands for Total Productive ________________ .,Multiple Choice,4,Total Productive Maintenance,1,4,,,Compliance Explanation 1,Action Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
399,"Done correctly, TPM will (select all that apply):",Multiple Choice,4,Total Productive Maintenance,1,4,,,Risk Explanation 1,Severity Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
400,Which of the following is NOT a goal of TPM?,Multiple Choice,4,Total Productive Maintenance,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
401,It’s estimated that Contamination and Lack of Lubrication cause 75% of all equipment failures.,True or False,2,Total Productive Maintenance,1,2,,,True,False,,,,,,,,
402,OEE stands for Overall Equipment _______________ ?,Multiple Choice,4,Total Productive Maintenance,1,4,,,Severity Explanation 1,Compliance Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
403,"Given Availability Loss=80%, Performance Loss=80%, and Quality Loss=80%, what is the OEE?",Multiple Choice,4,Total Productive Maintenance,1,4,,,Risk Explanation 1,Action Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
404,World class OEE is approximately __________ ?,Multiple Choice,4,Total Productive Maintenance,1,4,,,Severity Explanation 1,Effect Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
405,Autonomous Maintenance occurs when operators and maintenance personnel ________ the responsibilities of maintaining the basic conditions of equipment.,Multiple Choice,4,Total Productive Maintenance,1,4,,,Compliance Explanation 1,Severity Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
406,It’s estimated that operators can detect 75% of all maintenance problems at their earliest stage.,True or False,2,Total Productive Maintenance,1,2,,,True,False,,,,,,,,
407,The word Kaizen literally means to __________ .,Multiple Choice,4,Kaizen Leadership,1,4,,,Risk Explanation 1,Effect Explanation 2,Action Explanation 3,Severity Explanation 4,,,,,,
408,Mr. Imai’s “new” Kaizen definition includes which of the following?  Select all that apply.,Multiple Choice,4,Kaizen Leadership,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
409,Top management commitment is absolutely critical to the success of kaizen or lean improvements in general.,True or False,2,Kaizen Leadership,1,2,,,True,False,,,,,,,,
410,"According to Mr. Imai’s definition, FSL stands for:",Multiple Choice,4,Kaizen Leadership,1,4,,,Compliance Explanation 1,Action Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
411,A primary purpose of Lean is to employ minimum resources for maximum output.,True or False,2,Kaizen Leadership,1,2,,,True,False,,,,,,,,
412,Everything in Gemba _________ if left alone.,Multiple Choice,4,Kaizen Leadership,1,4,,,Action Explanation 1,Compliance Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
413,Standards are meant to be improved.,True or False,2,Kaizen Leadership,1,2,,,True,False,,,,,,,,
414,Which form of productivity should lean thinking companies be most concerned with maximizing?,Multiple Choice,4,Kaizen Leadership,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
419,A ____________ is a signal authorizing the production of items to replenish those consumed downstream.,Multiple Choice,4,Kanban,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
420,"A Withdrawal Kanban controls who moves an item, where it’s moved from and to, when it’s moved, and what amount is moved.",True or False,2,Kanban,1,2,,,True,False,,,,,,,,
421,For a 2-Card Kanban System to function correctly every Production Kanban must have a corresponding Withdrawal Kanban.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
422,Team leaders are authorized to move material from one location to another without the use of a Withdrawal Kanban.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
423,Calculating the number of cards to be used in a 2-Card Kanban System determines what? Please select all that apply.,Multiple Choice,4,Kanban,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
424,The Replenishment Time (RT) used in the 2 Card Kanban Quantity calculation normally equals the Production Lead Time.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
425,The Average Daily Demand used in the 2 card Kanban Quantity calculation assumes production smoothing.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
426,"Assuming an Average Daily Demand of 65 units, a Replenishment Lead Time of 5 days, a Safety Factor of 5%, and a Container Quantity of 15, how many Kanban Cards are required?",Multiple Choice,4,Kanban,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
427,"Assuming an Average Daily Demand of 2000 units, a Replenishment Lead Time of 10 days, a Safety Factor of 5%, and a Container Quantity of 1000, how many Kanban Cards are required?",Multiple Choice,4,Kanban,1,4,,,Compliance Explanation 1,Action Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
428,Signal Kanban System is normally used when changeovers are fast and efficient allowing for small lot production.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
429,"When using a Signal Kanban System, a normal _____________ authorizes the preparation of the raw materials for that particular order.",Multiple Choice,4,Kanban,1,4,,,Severity Explanation 1,Risk Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
430,"Within a Signal Kanban System, the Triangular Signal Kanban authorizes the production of the order.",True or False,2,Kanban,1,2,,,True,False,,,,,,,,
432,Another way to describe the concept of heijunka.,Multiple Choice,4,Kanban,1,4,,,Severity Explanation 1,Compliance Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
433,Quick Changeover is crucial to being able to being able to produce in small lot sizes.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
434,The “Three Don’ts of Built In Quality” consist of (choose the best 3).,Multiple Choice,4,Kanban,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
435,"Without 5S discipline, the kanban system will likely have shortages due to misplaced materials.",True or False,2,Kanban,1,2,,,True,False,,,,,,,,
436,Using Kanban is an excellent way to hide quality problems.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
437,Step 7 of the practical problem solving methodology is often called the _________ phase as we evaluate both the results of our countermeasure implementation and the process itself.,Multiple Choice,4,Problem Solving,1,4,,,Severity Explanation 1,Compliance Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
438,What questions do we ask during the check phase of the problem solving methodology? Please select all that apply.,Multiple Choice,4,Problem Solving,1,4,,,Effect Explanation 1,Severity Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
439,"In order to check the results and the process we must go to Gemba, or the place the work is done.",True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
440,What should our reaction be when a bad process (or countermeasure) returns a bad result?,Multiple Choice,4,Problem Solving,1,4,,,Effect Explanation 1,Compliance Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
441,During this 7th step it’s extremely important to understand what the data are saying.,True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
442,"As we move into step 8 of the process, which is focused on standardizing success while learning from failures, we’re actually moving into the _________ phase.",Multiple Choice,4,Problem Solving,1,4,,,Action Explanation 1,Effect Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
443,"No matter what results we’re dealing with, success or failure, it’s important to continuously ask why.",True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
444,The Plan and Do phases of PDCA can be likened to what analogy?,Multiple Choice,4,Problem Solving,1,4,,,Effect Explanation 1,Severity Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
445,This words means to share success horizontally throughout the organization.,Multiple Choice,4,Problem Solving,1,4,,,Action Explanation 1,Risk Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
446,"Loosely translated, hansei means to celebrate successes as a team.",True or False,2,Problem Solving,1,2,,,True,False,,,,,,,,
447,"Please select the three elements, or categories, of work.",Multiple Choice,4,Muda,1,4,,,Effect Explanation 1,Risk Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
448,Inventory is often referred to as the “mother of all wastes.”,True or False,2,Muda,1,2,,,True,False,,,,,,,,
449,Reaching or straining to reach a tool is an example of what type of waste?,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Effect Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
450,The primary difference between the wastes of motion and transportation is that with transportation we are moving goods or inventory and with motion people are moving without goods or inventory.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
451,Popularized the concept of “standing in the circle.”,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Effect Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
452,99% good (only 1% bad) is an acceptable performance level for critical processes.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
453,Pokayoke is often referred to as this.,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Action Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
454,The basic premise behind Jidoka is that machines are able to detect and stop when an issue has occurred.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
455,"Given an average demand per day of 525 pieces, a lead-time to replenish this stock of 4 days, 2 standard deviations of demand history is 20%, and the max shortfall due to internal inefficiencies is 10%, how much safety stock is needed? See “Inventory” module if you need to review.",Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Effect Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
456,The waste of processing generally stems from the lack of understanding what?,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Compliance Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
457,Which is not an example of processing waste?,Multiple Choice,4,Muda,1,4,,,Compliance Explanation 1,Risk Explanation 2,Action Explanation 3,Effect Explanation 4,,,,,,
458,Is the word that describes production leveling or production smoothing.,Multiple Choice,4,Muda,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Risk Explanation 4,,,,,,
459,Motion is any movement of people that does not add __________ to the product.,Multiple Choice,4,Muda,1,4,,,Severity Explanation 1,Risk Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
460,Wasted motion often leads to what. Select all that apply.,Multiple Choice,4,Muda,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
461,Moving inventory on sophisticated conveyor systems is a form of transportation waste.,True or False,2,Muda,1,2,,,True,False,,,,,,,,
462,Overproduction is often referred to as the ____________ of all wastes.,Multiple Choice,4,Muda,1,4,,,Severity Explanation 1,Action Explanation 2,Risk Explanation 3,Compliance Explanation 4,,,,,,
463,Sometimes called the 8th waste.,Multiple Choice,4,Muda,1,4,,,Action Explanation 1,Compliance Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
464,Kanban is a Japanese word that literally means signboard or sign.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
465,The Kanban system was developed by _________ of the Toyota Motor Corporation.,Multiple Choice,4,Kanban,1,4,,,Severity Explanation 1,Risk Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
466,Implementing an amazing Kanban System should be the ultimate goal of any Lean Thinking organization.,True or False,2,Kanban,1,2,,,True,False,,,,,,,,
467,What are functions of Kanban? Please select all that apply.,Multiple Choice,4,Kanban,1,4,,,Compliance Explanation 1,Effect Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
473,"One way to define ""Six Sigma"" is it is a quality management methodology that uses different theories and tools to improve upon the processes of a certain business.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
474,What is the first goal of the Six Sigma Methodology?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Compliance Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
475,What is the ultimate goal in a Six Sigma improvement?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Risk Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
476,There are three key holders of quality. They include:,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Action Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
477,The most important part of the entire process is:,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Severity Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
478,Six Sigma Process relies on quick-fix programs to temporarily mask business problems until a long-term solution is found.,True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
479,"Six Sigma is a systematic methodology of hard work that is fused with disciplined, factual, data-based and statistical problem-solving method.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
480,"The ultimate object is to create a six sigma organization that's processes and systems are as close to perfect as possible, which is:",Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Compliance Explanation 1,Risk Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
481,Six Sigma may only be utilized in manufacturing companies.,True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
482,"As a metric system, the term, sigma, is used as a scale of quality and in this case, it refers to the goal of '6 sigma' is 3.4 defects per million.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
483,The AGGNAI Apprentices are working on a White Belt Six Sigma project. Who would be considered as the sponsor of this project?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
484,What is the next level of Six Sigma Certification after you complete this certification?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Action Explanation 1,Risk Explanation 2,Compliance Explanation 3,Effect Explanation 4,,,,,,
485,What does 'I' represent in DMAIC?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Severity Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
486,What does 'D' represent in the systematic Six Sigma Process used to perfect business processes already in place in the DMAIC method?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Compliance Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
487,What does the 'A' represent in a systematic Six Sigma Process used to perfect business processes already in place in the DMAIC method?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
488,What does 'C' represent in the systematic Six Sigma Process used to perfect business processes already in place in the DMAIC method?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Effect Explanation 2,Action Explanation 3,Compliance Explanation 4,,,,,,
489,Six Sigma professionals will go over data collected and perform statistical tests and apply various Six Sigma Tools during the Analyze Phase.,True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
490,"DMADV (Define, Measure, Analyze, Design, and Verify) is similar to DMAIC, except the last two steps.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
491,The Verify process of DMADV is part monitoring and part simulation.,True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
492,Six Sigma is a management _______________ that targets the need to reduce costs and defects.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Compliance Explanation 1,Effect Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
493,___________________systems allow companies to avoid making and storing more inventory than is needed.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Action Explanation 1,Compliance Explanation 2,Risk Explanation 3,Effect Explanation 4,,,,,,
494,The team's efforts in the ________________ stage of DMAIC are to produce as many ideas as possible for a solution.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Severity Explanation 1,Compliance Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
495,"Stage 3 of a Lean Process is to identify, quantify, and _____________ process improvement opportunities.",Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
496,The Voice of the Customer (VOC) is used to identify project ideas based upon _____________. Select all that apply.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Compliance Explanation 1,Effect Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
497,A project's success depends on everyone on the team understanding how and where the project fits within the company's cost.,True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
498,"If data gathered shows process or quality flaws, a company should use ___________ in a project.",Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Effect Explanation 2,Severity Explanation 3,Action Explanation 4,,,,,,
499,Design for Six Sigma focuses on __________________.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Effect Explanation 4,,,,,,
500,The _____________ group of costs of poor quality refers to the costs to analyze current products and processes to ensure they meet customer expectations.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Compliance Explanation 2,Severity Explanation 3,Risk Explanation 4,,,,,,
501,The cause and effect matrix is a(n) _______________ of the effect each input has on the desired output,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Compliance Explanation 2,Effect Explanation 3,Action Explanation 4,,,,,,
502,A(n) _________________ is a 2-axis chart with frequency or percentage on the Y-axis and some measure on the X-axis. This shows us a history of defects (out of boundaries).,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Action Explanation 2,Severity Explanation 3,Compliance Explanation 4,,,,,,
503,A distribution is considered normal when it is balanced around its _________________.,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Severity Explanation 1,Action Explanation 2,Effect Explanation 3,Compliance Explanation 4,,,,,,
504,"[Process Capability and Process Performance] Statistically, we need to a sample of more than _____________ to ensure confidence in the findings.",Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Severity Explanation 1,Risk Explanation 2,Compliance Explanation 3,Action Explanation 4,,,,,,
505,"Takt time is the average time between the start of production of one unit and the start of production of the next unit, when these production starts are set to match the rate of customer demand.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
506,"Cycle time includes process time, during which a unit is acted upon to bring it closer to an output, and delay time, during which a unit of work is spent waiting to take the next action.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
507,"A fishbone diagram, also called a cause and effect diagram, is a visualization tool for categorizing the potential causes of a problem in order to identify its root causes.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
508,"The 5 Whys is a technique used in the Analyze phase of the Six Sigma DMAIC (Define, Measure, Analyze, Improve, Control) methodology. ... By repeatedly asking the question “Why” (five is a good rule of thumb), you can peel away the layers of symptoms which can lead to the root cause of a problem.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
509,A Pareto Chart shows on a bar graph which factors are more significant.,True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
510,Why Pareto chart is important in six sigma?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Effect Explanation 1,Action Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
511,What are the main variations of six sigma?,Multiple Choice,4,AGGNAI Apprenticeship,1,4,,,Risk Explanation 1,Effect Explanation 2,Compliance Explanation 3,Severity Explanation 4,,,,,,
512,"Standard deviation dictates the degree of variation of a process or in any measurement, by measuring the spread of data.",True or False,2,AGGNAI Apprenticeship,1,2,,,True,False,,,,,,,,
513,"In a batch world, what do leaders focus on?",Multiple Choice,4,Standard Work - Leader,1,4,,,Risk Explanation 1,Action Explanation 2,Effect Explanation 3,Severity Explanation 4,,,,,,
514,"In a lean world, what do leaders focus on?",Multiple Choice,4,Standard Work - Leader,1,4,,,Severity Explanation 1,Compliance Explanation 2,Action Explanation 3,Risk Explanation 4,,,,,,
515,Select the things lean leaders must think about. Select all that apply.,Multiple Choice,4,Standard Work - Leader,1,4,,,Effect Explanation 1,Severity Explanation 2,Compliance Explanation 3,Risk Explanation 4,,,,,,
516,Leader Standard Work can be defined as “the actions to be taken each day to focus on processes in each leader’s area of responsibility”.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
517,"When successfully implemented, Leader Standard Work eliminates guess work for team leaders and managers.",True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
518,Leader Standard Work involves adding more work to your already busy schedule.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
519,Team Leader Standard work accounts for approximately _____% of the Team Leader’s time.,Multiple Choice,4,Standard Work - Leader,1,4,,,Compliance Explanation 1,Severity Explanation 2,Risk Explanation 3,Action Explanation 4,,,,,,
520,Gemba walks should be done once a week.,True or False,2,Standard Work - Leader,1,2,,,True,False,,,,,,,,
521,What attributes should a leader have while conducting a Gemba walk? Select all that apply.,Multiple Choice,4,Standard Work - Leader,1,4,,,Compliance Explanation 1,Effect Explanation 2,Risk Explanation 3,Severity Explanation 4,,,,,,
